Budget_ID,State,Country
B002380,Ohio,USA
B002381,California,USA
B002382,Arizona,USA
B002383,Tennessee,USA
B002384,Tennessee,USA
B002385,North Carolina,USA
B002386,New York,USA
B002387,Washington,USA
B002388,Washington,USA
B002389,Florida,USA
B002390,North Carolina,USA
B002391,New York,USA
B002392,Massachusetts,USA
B002393,Ohio,USA
B002394,Virginia,USA
B002395,Florida,USA
B002396,New York,USA
B002397,New York,USA
B002398,New Jersey,USA
B002399,Massachusetts,USA
B002400,Michigan,USA
B002401,California,USA
B002402,Tennessee,USA
B002403,Ohio,USA
B002404,Washington,USA
B002405,New York,USA
B002406,Michigan,USA
B002407,New York,USA
B002408,Georgia,USA
B002409,New Jersey,USA
B002410,Texas,USA
B002411,Georgia,USA
B002412,Illinois,USA
B002413,California,USA
B002414,Michigan,USA
B002415,California,USA
B002416,California,USA
B002417,Ohio,USA
B002418,California,USA
B002419,Washington,USA
B002420,Georgia,USA
B002421,North Carolina,USA
B002422,Massachusetts,USA
B002423,Texas,USA
B002424,California,USA
B002425,New Jersey,USA
B002426,New Jersey,USA
B002427,Washington,USA
B002428,Washington,USA
B002429,Washington,USA
B002430,Virginia,USA
B002431,Texas,USA
B002432,Washington,USA
B002433,New York,USA
B002434,Virginia,USA
B002435,Michigan,USA
B002436,Texas,USA
B002437,Texas,USA
B002438,Texas,USA
B002439,New Jersey,USA
B002440,Ohio,USA
B002441,Florida,USA
B002442,Ohio,USA
B002443,New York,USA
B002444,Georgia,USA
B002445,Arizona,USA
B002446,Texas,USA
B002447,North Carolina,USA
B002448,Florida,USA
B002449,Virginia,USA
B002450,New Jersey,USA
B002451,California,USA
B002452,Georgia,USA
B002453,Ohio,USA
B002454,California,USA
B002455,Tennessee,USA
B002456,New Jersey,USA
B002457,Tennessee,USA
B002458,North Carolina,USA
B002459,Ohio,USA
B002460,Georgia,USA
B002461,North Carolina,USA
B002462,Michigan,USA
B002463,Tennessee,USA
B002464,Texas,USA
B002465,Florida,USA
B002466,Florida,USA
B002467,North Carolina,USA
B002468,New Jersey,USA
B002469,Washington,USA
B002470,Texas,USA
B002471,Massachusetts,USA
B002472,Georgia,USA
B002473,Ohio,USA
B002474,Washington,USA
B002475,Michigan,USA
B002476,Texas,USA
B002477,Michigan,USA
B002478,Massachusetts,USA
B002479,California,USA
B002480,California,USA
B002481,Ohio,USA
B002482,North Carolina,USA
B002483,Florida,USA
B002484,Washington,USA
B002485,New York,USA
B002486,Michigan,USA
B002487,Ohio,USA
B002488,North Carolina,USA
B002489,New York,USA
B002490,Washington,USA
B002491,Ohio,USA
B002492,Michigan,USA
B002493,North Carolina,USA
B002494,Arizona,USA
B002495,Massachusetts,USA
B002496,California,USA
B002497,Washington,USA
B002498,Florida,USA
B002499,Virginia,USA
B002500,North Carolina,USA
B002501,Washington,USA
B002502,Texas,USA
B002503,California,USA
B002504,Georgia,USA
B002505,New York,USA
B002506,Illinois,USA
B002507,Massachusetts,USA
B002508,Massachusetts,USA
B002509,Massachusetts,USA
B002510,Massachusetts,USA
B002511,Michigan,USA
B002512,Georgia,USA
B002513,Arizona,USA
B002514,New Jersey,USA
B002515,Massachusetts,USA
B002516,New Jersey,USA
B002517,Massachusetts,USA
B002518,Michigan,USA
B002519,Virginia,USA
B002520,Ohio,USA
B002521,Massachusetts,USA
B002522,Florida,USA
B002523,Tennessee,USA
B002524,Washington,USA
B002525,Virginia,USA
B002526,Texas,USA
B002527,North Carolina,USA
B002528,New Jersey,USA
B002529,New Jersey,USA
B002530,California,USA
B002531,Arizona,USA
B002532,California,USA
B002533,Michigan,USA
B002534,Washington,USA
B002535,Michigan,USA
B002536,California,USA
B002537,Texas,USA
B002538,Virginia,USA
B002539,Tennessee,USA
B002540,Georgia,USA
B002541,North Carolina,USA
B002542,Illinois,USA
B002543,Washington,USA
B002544,New York,USA
B002545,Ohio,USA
B002546,Virginia,USA
B002547,Washington,USA
B002548,Michigan,USA
B002549,New York,USA
B002550,Ohio,USA
B002551,Texas,USA
B002552,Washington,USA
B002553,Virginia,USA
B002554,Massachusetts,USA
B002555,Florida,USA
B002556,Virginia,USA
B002557,Texas,USA
B002558,Florida,USA
B002559,Arizona,USA
B002560,New Jersey,USA
B002561,Tennessee,USA
B002562,Michigan,USA
B002563,Texas,USA
B002564,Ohio,USA
B002565,New Jersey,USA
B002566,Arizona,USA
B002567,New Jersey,USA
B002568,North Carolina,USA
B002569,Illinois,USA
B002570,Tennessee,USA
B002571,Florida,USA
B002572,Georgia,USA
B002573,Florida,USA
B002574,Arizona,USA
B002575,Florida,USA
B002576,Ohio,USA
B002577,Ohio,USA
B002578,Georgia,USA
B002579,New Jersey,USA
B002580,Georgia,USA
B002581,Ohio,USA
B002582,Illinois,USA
B002583,Georgia,USA
B002584,Ohio,USA
B002585,Florida,USA
B002586,New York,USA
B002587,Florida,USA
B002588,New Jersey,USA
B002589,Massachusetts,USA
B002590,Illinois,USA
B002591,Massachusetts,USA
B002592,North Carolina,USA
B002593,Michigan,USA
B002594,Ohio,USA
B002595,Florida,USA
B002596,Florida,USA
B002597,Tennessee,USA
B002598,Florida,USA
B002599,Ohio,USA
B002600,Georgia,USA
B002601,New York,USA
B002602,Massachusetts,USA
B002603,Tennessee,USA
B002604,Michigan,USA
B002605,Massachusetts,USA
B002606,Florida,USA
B002607,North Carolina,USA
B002608,Washington,USA
B002609,Arizona,USA
B002610,Tennessee,USA
B002611,Massachusetts,USA
B002612,California,USA
B002613,Arizona,USA
B002614,New York,USA
B002615,Illinois,USA
B002616,Washington,USA
B002617,New Jersey,USA
B002618,New York,USA
B002619,New Jersey,USA
B002620,Georgia,USA
B002621,Georgia,USA
B002622,Virginia,USA
B002623,Illinois,USA
B002624,New York,USA
B002625,California,USA
B002626,Illinois,USA
B002627,Ohio,USA
B002628,New York,USA
B002629,Virginia,USA
B002630,Ohio,USA
B002631,Tennessee,USA
B002632,Arizona,USA
B002633,Ohio,USA
B002634,Arizona,USA
B002635,California,USA
B002636,Florida,USA
B002637,Illinois,USA
B002638,Washington,USA
B002639,Texas,USA
B002640,Massachusetts,USA
B002641,Ohio,USA
B002642,Illinois,USA
B002643,North Carolina,USA
B002644,California,USA
B002645,Michigan,USA
B002646,Washington,USA
B002647,Ohio,USA
B002648,Arizona,USA
B002649,Georgia,USA
B002650,North Carolina,USA
B002651,Georgia,USA
B002652,New Jersey,USA
B002653,Arizona,USA
B002654,Virginia,USA
B002655,Illinois,USA
B002656,Texas,USA
B002657,Texas,USA
B002658,Massachusetts,USA
B002659,Texas,USA
B002660,New York,USA
B002661,Washington,USA
B002662,Arizona,USA
B002663,Massachusetts,USA
B002664,Florida,USA
B002665,New Jersey,USA
B002666,Texas,USA
B002667,North Carolina,USA
B002668,Illinois,USA
B002669,Georgia,USA
B002670,Massachusetts,USA
B002671,Massachusetts,USA
B002672,New York,USA
B002673,Tennessee,USA
B002674,North Carolina,USA
B002675,Arizona,USA
B002676,California,USA
B002677,Ohio,USA
B002678,Georgia,USA
B002679,Arizona,USA
B002680,Michigan,USA
B002681,New Jersey,USA
B002682,New Jersey,USA
B002683,Illinois,USA
B002684,Illinois,USA
B002685,Florida,USA
B002686,Georgia,USA
B002687,California,USA
B002688,Massachusetts,USA
B002689,Virginia,USA
B002690,North Carolina,USA
B002691,Illinois,USA
B002692,Ohio,USA
B002693,Virginia,USA
B002694,Texas,USA
B002695,Ohio,USA
B002696,Texas,USA
B002697,Ohio,USA
B002698,Tennessee,USA
B002699,New York,USA
B002700,Tennessee,USA
B002701,Arizona,USA
B002702,Virginia,USA
B002703,Massachusetts,USA
B002704,Ohio,USA
B002705,California,USA
B002706,Georgia,USA
B002707,Massachusetts,USA
B002708,North Carolina,USA
B002709,Arizona,USA
B002710,Massachusetts,USA
B002711,New York,USA
B002712,Texas,USA
B002713,Georgia,USA
B002714,Massachusetts,USA
B002715,Texas,USA
B002716,Florida,USA
B002717,Arizona,USA
B002718,Michigan,USA
B002719,Illinois,USA
B002720,California,USA
B002721,California,USA
B002722,New Jersey,USA
B002723,New York,USA
B002724,North Carolina,USA
B002725,California,USA
B002726,Florida,USA
B002727,Illinois,USA
B002728,Illinois,USA
B002729,New Jersey,USA
B002730,Illinois,USA
B002731,Florida,USA
B002732,Virginia,USA
B002733,Virginia,USA
B002734,Ohio,USA
B002735,Georgia,USA
B002736,Massachusetts,USA
B002737,Florida,USA
B002738,Georgia,USA
B002739,Michigan,USA
B002740,New York,USA
B002741,North Carolina,USA
B002742,Massachusetts,USA
B002743,Tennessee,USA
B002744,Michigan,USA
B002745,Michigan,USA
B002746,Georgia,USA
B002747,Arizona,USA
B002748,Tennessee,USA
B002749,Ohio,USA
B002750,North Carolina,USA
B002751,Arizona,USA
B002752,Ohio,USA
B002753,Massachusetts,USA
B002754,Florida,USA
B002755,Tennessee,USA
B002756,Michigan,USA
B002757,New York,USA
B002758,California,USA
B002759,Texas,USA
B002760,Michigan,USA
B002761,Illinois,USA
B002762,Arizona,USA
B002763,Tennessee,USA
B002764,Michigan,USA
B002765,Illinois,USA
B002766,Florida,USA
B002767,North Carolina,USA
B002768,Arizona,USA
B002769,Texas,USA
B002770,California,USA
B002771,Florida,USA
B002772,Illinois,USA
B002773,Ohio,USA
B002774,Florida,USA
B002775,Illinois,USA
B002776,Illinois,USA
B002777,New York,USA
B002778,North Carolina,USA
B002779,New York,USA
B002780,Massachusetts,USA
B002781,Ohio,USA
B002782,Massachusetts,USA
B002783,Washington,USA
B002784,Washington,USA
B002785,Virginia,USA
B002786,Arizona,USA
B002787,New York,USA
B002788,Florida,USA
B002789,California,USA
B002790,Ohio,USA
B002791,Arizona,USA
B002792,New Jersey,USA
B002793,Massachusetts,USA
B002794,North Carolina,USA
B002795,California,USA
B002796,Texas,USA
B002797,New Jersey,USA
B002798,Ohio,USA
B002799,Washington,USA
B002800,Florida,USA
B002801,Ohio,USA
B002802,Texas,USA
B002803,Texas,USA
B002804,Washington,USA
B002805,Tennessee,USA
B002806,Texas,USA
B002807,Georgia,USA
B002808,Virginia,USA
B002809,Tennessee,USA
B002810,Texas,USA
B002811,Illinois,USA
B002812,Massachusetts,USA
B002813,Ohio,USA
B002814,Virginia,USA
B002815,New Jersey,USA
B002816,Ohio,USA
B002817,Washington,USA
B002818,Ohio,USA
B002819,Tennessee,USA
B002820,Illinois,USA
B002821,Arizona,USA
B002822,North Carolina,USA
B002823,Florida,USA
B002824,Georgia,USA
B002825,Texas,USA
B002826,Georgia,USA
B002827,Massachusetts,USA
B002828,New Jersey,USA
B002829,Michigan,USA
B002830,Washington,USA
B002831,Tennessee,USA
B002832,New Jersey,USA
B002833,Texas,USA
B002834,Michigan,USA
B002835,New Jersey,USA
B002836,Florida,USA
B002837,Ohio,USA
B002838,Massachusetts,USA
B002839,Massachusetts,USA
B002840,Tennessee,USA
B002841,Texas,USA
B002842,Massachusetts,USA
B002843,Tennessee,USA
B002844,Virginia,USA
B002845,Arizona,USA
B002846,Michigan,USA
B002847,Virginia,USA
B002848,California,USA
B002849,Arizona,USA
B002850,New York,USA
B002851,Texas,USA
B002852,Michigan,USA
B002853,New Jersey,USA
B002854,Georgia,USA
B002855,Arizona,USA
B002856,Arizona,USA
B002857,Illinois,USA
B002858,Florida,USA
B002859,New Jersey,USA
B002860,New York,USA
B002861,Georgia,USA
B002862,California,USA
B002863,Tennessee,USA
B002864,Washington,USA
B002865,Florida,USA
B002866,Massachusetts,USA
B002867,New Jersey,USA
B002868,Arizona,USA
B002869,Georgia,USA
B002870,Michigan,USA
B002871,Ohio,USA
B002872,Arizona,USA
B002873,Illinois,USA
B002874,California,USA
B002875,Texas,USA
B002876,Texas,USA
B002877,Texas,USA
B002878,Virginia,USA
B002879,Arizona,USA
B002880,Georgia,USA
B002881,Illinois,USA
B002882,New York,USA
B002883,New York,USA
B002884,Washington,USA
B002885,Washington,USA
B002886,Tennessee,USA
B002887,North Carolina,USA
B002888,Florida,USA
B002889,North Carolina,USA
B002890,New York,USA
B002891,Virginia,USA
B002892,Texas,USA
B002893,Illinois,USA
B002894,New York,USA
B002895,Illinois,USA
B002896,North Carolina,USA
B002897,New York,USA
B002898,Tennessee,USA
B002899,Florida,USA
B002900,Ohio,USA
B002901,Arizona,USA
B002902,Massachusetts,USA
B002903,Florida,USA
B002904,New Jersey,USA
B002905,Washington,USA
B002906,Arizona,USA
B002907,Michigan,USA
B002908,Ohio,USA
B002909,Michigan,USA
B002910,New York,USA
B002911,New York,USA
B002912,New Jersey,USA
B002913,Michigan,USA
B002914,Massachusetts,USA
B002915,Georgia,USA
B002916,Virginia,USA
B002917,Virginia,USA
B002918,Michigan,USA
B002919,Tennessee,USA
B002920,Florida,USA
B002921,Illinois,USA
B002922,Virginia,USA
B002923,New York,USA
B002924,Massachusetts,USA
B002925,North Carolina,USA
B002926,Michigan,USA
B002927,Washington,USA
B002928,Washington,USA
B002929,Texas,USA
B002930,Illinois,USA
B002931,New York,USA
B002932,Virginia,USA
B002933,Massachusetts,USA
B002934,Ohio,USA
B002935,Arizona,USA
B002936,New York,USA
B002937,Ohio,USA
B002938,Texas,USA
B002939,Michigan,USA
B002940,New Jersey,USA
B002941,California,USA
B002942,Tennessee,USA
B002943,Florida,USA
B002944,Texas,USA
B002945,North Carolina,USA
B002946,New York,USA
B002947,Massachusetts,USA
B002948,California,USA
B002949,Arizona,USA
B002950,New York,USA
B002951,Michigan,USA
B002952,Ohio,USA
B002953,New York,USA
B002954,Ohio,USA
B002955,Illinois,USA
B002956,Washington,USA
B002957,Georgia,USA
B002958,Michigan,USA
B002959,Ohio,USA
B002960,Arizona,USA
B002961,New York,USA
B002962,Texas,USA
B002963,Virginia,USA
B002964,Illinois,USA
B002965,Washington,USA
B002966,Tennessee,USA
B002967,California,USA
B002968,Florida,USA
B002969,Arizona,USA
B002970,New Jersey,USA
B002971,California,USA
B002972,Illinois,USA
B002973,Michigan,USA
B002974,New York,USA
B002975,Washington,USA
B002976,New York,USA
B002977,Michigan,USA
B002978,Michigan,USA
B002979,North Carolina,USA
B002980,Florida,USA
B002981,New Jersey,USA
B002982,New York,USA
B002983,Tennessee,USA
B002984,Texas,USA
B002985,Ohio,USA
B002986,Ohio,USA
B002987,Virginia,USA
B002988,Illinois,USA
B002989,Arizona,USA
B002990,New Jersey,USA
B002991,New York,USA
B002992,North Carolina,USA
B002993,Washington,USA
B002994,New York,USA
B002995,Georgia,USA
B002996,California,USA
B002997,Tennessee,USA
B002998,Virginia,USA
B002999,Ohio,USA
B003000,California,USA
B003001,Ohio,USA
B003002,New Jersey,USA
B003003,New York,USA
B003004,Texas,USA
B003005,New Jersey,USA
B003006,Florida,USA
B003007,California,USA
B003008,Massachusetts,USA
B003009,New York,USA
B003010,Georgia,USA
B003011,Washington,USA
B003012,Florida,USA
B003013,Florida,USA
B003014,North Carolina,USA
B003015,Arizona,USA
B003016,Virginia,USA
B003017,Ohio,USA
B003018,Massachusetts,USA
B003019,Georgia,USA
B003020,Virginia,USA
B003021,Arizona,USA
B003022,Georgia,USA
B003023,Arizona,USA
B003024,Arizona,USA
B003025,Ohio,USA
B003026,New York,USA
B003027,Massachusetts,USA
B003028,Virginia,USA
B003029,Virginia,USA
B003030,California,USA
B003031,North Carolina,USA
B003032,North Carolina,USA
B003033,Massachusetts,USA
B003034,North Carolina,USA
B003035,Texas,USA
B003036,Texas,USA
B003037,Michigan,USA
B003038,New York,USA
B003039,North Carolina,USA
B003040,California,USA
B003041,Michigan,USA
B003042,Washington,USA
B003043,Massachusetts,USA
B003044,North Carolina,USA
B003045,Arizona,USA
B003046,Massachusetts,USA
B003047,New Jersey,USA
B003048,California,USA
B003049,Virginia,USA
B003050,New Jersey,USA
B003051,Virginia,USA
B003052,New Jersey,USA
B003053,Ohio,USA
B003054,Illinois,USA
B003055,Massachusetts,USA
B003056,Virginia,USA
B003057,Texas,USA
B003058,Tennessee,USA
B003059,North Carolina,USA
B003060,New York,USA
B003061,New Jersey,USA
B003062,Washington,USA
B003063,North Carolina,USA
B003064,Georgia,USA
B003065,Virginia,USA
B003066,Virginia,USA
B003067,North Carolina,USA
B003068,Massachusetts,USA
B003069,Michigan,USA
B003070,Arizona,USA
B003071,Tennessee,USA
B003072,Michigan,USA
B003073,North Carolina,USA
B003074,New Jersey,USA
B003075,Tennessee,USA
B003076,Georgia,USA
B003077,Tennessee,USA
B003078,Ohio,USA
B003079,Texas,USA
B003080,Illinois,USA
B003081,Washington,USA
B003082,Virginia,USA
B003083,Virginia,USA
B003084,Illinois,USA
B003085,New York,USA
B003086,New York,USA
B003087,Illinois,USA
B003088,Michigan,USA
B003089,New York,USA
B003090,New Jersey,USA
B003091,Texas,USA
B003092,Arizona,USA
B003093,Texas,USA
B003094,Florida,USA
B003095,Ohio,USA
B003096,North Carolina,USA
B003097,California,USA
B003098,Georgia,USA
B003099,Arizona,USA
B003100,Virginia,USA
B003101,Massachusetts,USA
B003102,Michigan,USA
B003103,Tennessee,USA
B003104,Virginia,USA
B003105,New Jersey,USA
B003106,Washington,USA
B003107,Arizona,USA
B003108,Virginia,USA
B003109,Washington,USA
B003110,North Carolina,USA
B003111,Arizona,USA
B003112,Georgia,USA
B003113,Ohio,USA
B003114,New Jersey,USA
B003115,New Jersey,USA
B003116,Arizona,USA
B003117,Georgia,USA
B003118,Ohio,USA
B003119,Tennessee,USA
B003120,Arizona,USA
B003121,Illinois,USA
B003122,Arizona,USA
B003123,Ohio,USA
B003124,Georgia,USA
B003125,Arizona,USA
B003126,New York,USA
B003127,New York,USA
B003128,Michigan,USA
B003129,Texas,USA
B003130,Michigan,USA
B003131,North Carolina,USA
B003132,Washington,USA
B003133,Washington,USA
B003134,Washington,USA
B003135,New Jersey,USA
B003136,Ohio,USA
B003137,Illinois,USA
B003138,Tennessee,USA
B003139,Georgia,USA
B003140,New York,USA
B003141,New York,USA
B003142,Washington,USA
B003143,Tennessee,USA
B003144,Virginia,USA
B003145,Georgia,USA
B003146,Virginia,USA
B003147,Massachusetts,USA
B003148,New Jersey,USA
B003149,Illinois,USA
B003150,California,USA
B003151,Washington,USA
B003152,Massachusetts,USA
B003153,Ohio,USA
B003154,Tennessee,USA
B003155,Washington,USA
B003156,New Jersey,USA
B003157,Massachusetts,USA
B003158,New Jersey,USA
B003159,Ohio,USA
B003160,Massachusetts,USA
B003161,Massachusetts,USA
B003162,New York,USA
B003163,New Jersey,USA
B003164,Texas,USA
B003165,Tennessee,USA
B003166,New Jersey,USA
B003167,California,USA
B003168,Michigan,USA
B003169,Massachusetts,USA
B003170,Texas,USA
B003171,Arizona,USA
B003172,Tennessee,USA
B003173,Arizona,USA
B003174,Florida,USA
B003175,California,USA
B003176,California,USA
B003177,Massachusetts,USA
B003178,Tennessee,USA
B003179,Georgia,USA
B003180,Illinois,USA
B003181,Massachusetts,USA
B003182,Michigan,USA
B003183,Michigan,USA
B003184,New Jersey,USA
B003185,Florida,USA
B003186,Michigan,USA
B003187,California,USA
B003188,New Jersey,USA
B003189,California,USA
B003190,Michigan,USA
B003191,Texas,USA
B003192,Arizona,USA
B003193,North Carolina,USA
B003194,Georgia,USA
B003195,Michigan,USA
B003196,Georgia,USA
B003197,New Jersey,USA
B003198,Ohio,USA
B003199,Illinois,USA
B003200,New York,USA
B003201,Washington,USA
B003202,Florida,USA
B003203,New York,USA
B003204,New York,USA
B003205,Texas,USA
B003206,Washington,USA
B003207,Georgia,USA
B003208,Texas,USA
B003209,New Jersey,USA
B003210,Texas,USA
B003211,Florida,USA
B003212,Florida,USA
B003213,Virginia,USA
B003214,Arizona,USA
B003215,New York,USA
B003216,Florida,USA
B003217,North Carolina,USA
B003218,Michigan,USA
B003219,Florida,USA
B003220,California,USA
B003221,Virginia,USA
B003222,North Carolina,USA
B003223,Georgia,USA
B003224,Washington,USA
B003225,Tennessee,USA
B003226,Ohio,USA
B003227,Michigan,USA
B003228,California,USA
B003229,Georgia,USA
B003230,Michigan,USA
B003231,Virginia,USA
B003232,Texas,USA
B003233,New Jersey,USA
B003234,Virginia,USA
B003235,Georgia,USA
B003236,Texas,USA
B003237,Tennessee,USA
B003238,New York,USA
B003239,Texas,USA
B003240,Virginia,USA
B003241,Illinois,USA
B003242,Massachusetts,USA
B003243,New Jersey,USA
B003244,Georgia,USA
B003245,Florida,USA
B003246,California,USA
B003247,Texas,USA
B003248,Ohio,USA
B003249,Arizona,USA
B003250,California,USA
B003251,New Jersey,USA
B003252,Texas,USA
B003253,Tennessee,USA
B003254,Virginia,USA
B003255,Massachusetts,USA
B003256,Ohio,USA
B003257,North Carolina,USA
B003258,Illinois,USA
B003259,New York,USA
B003260,Illinois,USA
B003261,Virginia,USA
B003262,California,USA
B003263,Florida,USA
B003264,North Carolina,USA
B003265,Tennessee,USA
B003266,North Carolina,USA
B003267,Washington,USA
B003268,Massachusetts,USA
B003269,North Carolina,USA
B003270,Tennessee,USA
B003271,Arizona,USA
B003272,Florida,USA
B003273,New York,USA
B003274,Tennessee,USA
B003275,Texas,USA
B003276,Michigan,USA
B003277,Washington,USA
B003278,Michigan,USA
B003279,Michigan,USA
B003280,Georgia,USA
B003281,Illinois,USA
B003282,Michigan,USA
B003283,New York,USA
B003284,New York,USA
B003285,North Carolina,USA
B003286,Washington,USA
B003287,Florida,USA
B003288,Virginia,USA
B003289,New York,USA
B003290,Florida,USA
B003291,Georgia,USA
B003292,Virginia,USA
B003293,North Carolina,USA
B003294,Florida,USA
B003295,Georgia,USA
B003296,Georgia,USA
B003297,Florida,USA
B003298,Massachusetts,USA
B003299,Texas,USA
B003300,Michigan,USA
B003301,Arizona,USA
B003302,New Jersey,USA
B003303,Illinois,USA
B003304,Georgia,USA
B003305,New Jersey,USA
B003306,North Carolina,USA
B003307,Texas,USA
B003308,Tennessee,USA
B003309,Illinois,USA
B003310,Michigan,USA
B003311,New Jersey,USA
B003312,Virginia,USA
B003313,Ohio,USA
B003314,Tennessee,USA
B003315,Illinois,USA
B003316,Washington,USA
B003317,Ohio,USA
B003318,Tennessee,USA
B003319,New Jersey,USA
B003320,Florida,USA
B003321,Tennessee,USA
B003322,Tennessee,USA
B003323,Michigan,USA
B003324,Texas,USA
B003325,Arizona,USA
B003326,Texas,USA
B003327,Ohio,USA
B003328,Texas,USA
B003329,New Jersey,USA
B003330,Arizona,USA
B003331,Georgia,USA
B003332,California,USA
B003333,Tennessee,USA
B003334,North Carolina,USA
B003335,Ohio,USA
B003336,Arizona,USA
B003337,North Carolina,USA
B003338,Georgia,USA
B003339,North Carolina,USA
B003340,Florida,USA
B003341,Ohio,USA
B003342,Ohio,USA
B003343,North Carolina,USA
B003344,Ohio,USA
B003345,New Jersey,USA
B003346,Michigan,USA
B003347,Texas,USA
B003348,New York,USA
B003349,Virginia,USA
B003350,New Jersey,USA
B003351,New York,USA
B003352,New Jersey,USA
B003353,Ohio,USA
B003354,New York,USA
B003355,Georgia,USA
B003356,Georgia,USA
B003357,Georgia,USA
B003358,Ohio,USA
B003359,Michigan,USA
B003360,Georgia,USA
B003361,Florida,USA
B003362,Washington,USA
B003363,Texas,USA
B003364,Massachusetts,USA
B003365,Ohio,USA
B003366,Ohio,USA
B003367,Massachusetts,USA
B003368,Illinois,USA
B003369,Illinois,USA
B003370,Texas,USA
B003371,Virginia,USA
B003372,Georgia,USA
B003373,Ohio,USA
B003374,Georgia,USA
B003375,Ohio,USA
B003376,Georgia,USA
B003377,Ohio,USA
B003378,Illinois,USA
B003379,Massachusetts,USA
B003380,Texas,USA
B003381,North Carolina,USA
B003382,North Carolina,USA
B003383,Arizona,USA
B003384,Virginia,USA
B003385,New Jersey,USA
B003386,Virginia,USA
B003387,New Jersey,USA
B003388,Michigan,USA
B003389,Texas,USA
B003390,Arizona,USA
B003391,North Carolina,USA
B003392,Georgia,USA
B003393,Arizona,USA
B003394,Tennessee,USA
B003395,Georgia,USA
B003396,Georgia,USA
B003397,New Jersey,USA
B003398,North Carolina,USA
B003399,New York,USA
B003400,Ohio,USA
B003401,New York,USA
B003402,Florida,USA
B003403,Massachusetts,USA
B003404,Tennessee,USA
B003405,Massachusetts,USA
B003406,Illinois,USA
B003407,New Jersey,USA
B003408,Massachusetts,USA
B003409,Tennessee,USA
B003410,Florida,USA
B003411,North Carolina,USA
B003412,New Jersey,USA
B003413,Tennessee,USA
B003414,Arizona,USA
B003415,Illinois,USA
B003416,New York,USA
B003417,Illinois,USA
B003418,New Jersey,USA
B003419,Texas,USA
B003420,Massachusetts,USA
B003421,Ohio,USA
B003422,Tennessee,USA
B003423,Michigan,USA
B003424,Texas,USA
B003425,Illinois,USA
B003426,New York,USA
B003427,Illinois,USA
B003428,North Carolina,USA
B003429,California,USA
B003430,Tennessee,USA
B003431,Tennessee,USA
B003432,Texas,USA
B003433,California,USA
B003434,New York,USA
B003435,New York,USA
B003436,New York,USA
B003437,California,USA
B003438,Florida,USA
B003439,Washington,USA
B003440,North Carolina,USA
B003441,Arizona,USA
B003442,Virginia,USA
B003443,Michigan,USA
B003444,Illinois,USA
B003445,Illinois,USA
B003446,Texas,USA
B003447,Tennessee,USA
B003448,Tennessee,USA
B003449,Washington,USA
B003450,Tennessee,USA
B003451,Michigan,USA
B003452,Virginia,USA
B003453,New Jersey,USA
B003454,Arizona,USA
B003455,Florida,USA
B003456,New York,USA
B003457,California,USA
B003458,New Jersey,USA
B003459,Illinois,USA
B003460,Texas,USA
B003461,Ohio,USA
B003462,New York,USA
B003463,Michigan,USA
B003464,Texas,USA
B003465,Georgia,USA
B003466,Massachusetts,USA
B003467,Illinois,USA
B003468,California,USA
B003469,Virginia,USA
B003470,Florida,USA
B003471,Georgia,USA
B003472,Georgia,USA
B003473,New York,USA
B003474,Ohio,USA
B003475,Ohio,USA
B003476,Texas,USA
B003477,New York,USA
B003478,Georgia,USA
B003479,New York,USA
B003480,Georgia,USA
B003481,Virginia,USA
B003482,Michigan,USA
B003483,Washington,USA
B003484,Texas,USA
B003485,Michigan,USA
B003486,Massachusetts,USA
B003487,Texas,USA
B003488,California,USA
B003489,California,USA
B003490,Michigan,USA
B003491,Virginia,USA
B003492,New Jersey,USA
B003493,New York,USA
B003494,New York,USA
B003495,Illinois,USA
B003496,Michigan,USA
B003497,Massachusetts,USA
B003498,New Jersey,USA
B003499,New York,USA
B003500,Florida,USA
B003501,California,USA
B003502,Florida,USA
B003503,California,USA
B003504,Washington,USA
B003505,New York,USA
B003506,Georgia,USA
B003507,Massachusetts,USA
B003508,Virginia,USA
B003509,Texas,USA
B003510,Georgia,USA
B003511,Texas,USA
B003512,Washington,USA
B003513,Ohio,USA
B003514,Ohio,USA
B003515,North Carolina,USA
B003516,California,USA
B003517,Florida,USA
B003518,Texas,USA
B003519,New Jersey,USA
B003520,North Carolina,USA
B003521,Georgia,USA
B003522,New Jersey,USA
B003523,Florida,USA
B003524,Florida,USA
B003525,Illinois,USA
B003526,Virginia,USA
B003527,Texas,USA
B003528,California,USA
B003529,Ohio,USA
B003530,Michigan,USA
B003531,North Carolina,USA
B003532,Washington,USA
B003533,Michigan,USA
B003534,Virginia,USA
B003535,Massachusetts,USA
B003536,Georgia,USA
B003537,Illinois,USA
B003538,Michigan,USA
B003539,Illinois,USA
B003540,North Carolina,USA
B003541,Massachusetts,USA
B003542,California,USA
B003543,Texas,USA
B003544,California,USA
B003545,Illinois,USA
B003546,Georgia,USA
B003547,Virginia,USA
B003548,Virginia,USA
B003549,Illinois,USA
B003550,California,USA
B003551,Massachusetts,USA
B003552,Texas,USA
B003553,Ohio,USA
B003554,California,USA
B003555,Illinois,USA
B003556,Virginia,USA
B003557,New York,USA
B003558,California,USA
B003559,Ohio,USA
B003560,Washington,USA
B003561,Arizona,USA
B003562,North Carolina,USA
B003563,New Jersey,USA
B003564,New York,USA
